service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
1,1,1,1,1,1,0,0,20201119,20210612
2,0,0,0,0,0,0,0,20201119,20210612
3,1,1,1,1,1,0,0,20201119,20210612
4,0,0,0,0,0,0,0,20201119,20210612
5,0,0,0,0,0,1,0,20201119,20210612
6,1,1,1,1,1,0,0,20201119,20210612
7,1,1,1,1,1,1,0,20201119,20210612
8,1,1,1,1,1,0,0,20201119,20210612
9,1,1,1,1,0,0,0,20201119,20210612
10,0,0,0,0,1,0,0,20201119,20210612
11,0,0,0,0,1,0,0,20201119,20210612
12,0,0,0,0,0,0,0,20201119,20210612
13,0,0,0,0,0,0,0,20201119,20210612
14,1,1,1,1,0,0,0,20201119,20210612
15,0,1,0,0,0,0,0,20201119,20210612
16,0,0,0,0,0,0,0,20201119,20210612
17,0,0,0,0,0,0,0,20201119,20210612
18,0,0,0,0,1,0,0,20201119,20210612
19,0,0,0,0,0,0,0,20201119,20210612
20,0,0,0,0,0,0,0,20201119,20210612
21,0,0,0,0,0,1,1,20201119,20210612
22,0,0,0,0,0,1,1,20201119,20210612
23,0,0,0,0,0,1,1,20201119,20210612
24,0,0,0,0,0,1,0,20201119,20210612
25,0,0,0,0,1,0,0,20201119,20210612
26,1,1,1,1,0,0,0,20201119,20210612
27,0,1,1,1,0,0,0,20201119,20210612
28,0,0,0,0,0,0,0,20201119,20210612
29,0,0,0,0,0,1,1,20201119,20210612
30,1,1,1,1,1,1,1,20201119,20210612
31,0,0,0,0,0,0,0,20201119,20210612
32,1,1,1,1,1,1,1,20201119,20210612
33,0,0,0,0,0,0,1,20201119,20210612
34,1,1,1,1,1,1,0,20201119,20210612
35,0,0,0,0,0,1,0,20201119,20210612
36,1,1,1,1,1,1,1,20201119,20210612
37,0,0,0,0,0,1,1,20201119,20210612
38,0,0,0,0,1,1,0,20201119,20210612
39,0,0,0,0,0,0,0,20201119,20210612
40,1,1,1,1,1,1,0,20201119,20210612
41,0,0,0,0,0,0,1,20201119,20210612
42,1,1,1,1,1,0,0,20201119,20210612
43,1,0,0,0,0,0,0,20201119,20210612
44,0,0,0,0,0,0,0,20201119,20210612
45,0,0,0,0,0,1,1,20201119,20210612
46,1,0,1,1,1,0,0,20201119,20210612
47,0,0,0,0,0,0,0,20201119,20210612
48,0,0,0,0,0,0,0,20201119,20210612
49,0,0,0,0,1,1,0,20201119,20210612
50,0,0,0,0,1,0,0,20201119,20210612
51,0,0,0,0,0,1,0,20201119,20210612
52,1,1,1,1,1,1,0,20201119,20210612
53,1,1,1,1,1,1,1,20201119,20210612
54,1,1,1,0,0,0,0,20201119,20210612
55,0,0,0,1,1,0,0,20201119,20210612
56,1,1,1,1,1,0,1,20201119,20210612
57,1,1,1,0,0,1,1,20201119,20210612
58,1,0,1,0,1,0,0,20201119,20210612
59,0,1,0,1,0,0,0,20201119,20210612
60,1,1,0,1,1,0,0,20201119,20210612
61,0,0,1,0,0,0,0,20201119,20210612
62,1,1,1,0,1,0,0,20201119,20210612
63,0,0,0,1,0,0,0,20201119,20210612
64,1,1,0,1,0,0,0,20201119,20210612
65,0,0,1,0,1,0,0,20201119,20210612
66,0,0,0,0,0,0,0,20201119,20210612
67,0,0,0,0,0,0,0,20201119,20210612
68,0,0,0,0,0,0,0,20201119,20210612
69,0,0,0,0,0,0,0,20201119,20210612
70,0,0,0,0,0,0,0,20201119,20210612
71,0,0,0,0,0,0,0,20201119,20210612
72,0,0,0,0,0,0,0,20201119,20210612
73,0,0,0,0,0,0,0,20201119,20210612
74,0,1,0,0,1,0,0,20201119,20210612
75,1,0,0,0,0,0,0,20201119,20210612
76,0,1,1,1,1,0,0,20201119,20210612
77,0,0,0,0,0,0,0,20201119,20210612
78,0,0,0,0,0,0,0,20201119,20210612
79,0,0,0,0,0,1,0,20201119,20210612
80,0,0,0,0,0,1,0,20201119,20210612
81,0,0,0,0,0,0,0,20201119,20210612
82,0,0,0,0,0,1,1,20201119,20210612
83,0,0,1,1,1,0,0,20201119,20210612
84,0,0,0,0,0,0,0,20201119,20210612
85,0,0,0,0,0,0,0,20201119,20210612
86,0,0,0,0,0,0,0,20201119,20210612
87,0,0,0,0,0,0,0,20201119,20210612
88,0,1,1,1,0,0,0,20201119,20210612
89,1,0,1,1,0,0,0,20201119,20210612
90,0,1,0,0,0,0,0,20201119,20210612
91,1,1,1,0,0,0,0,20201119,20210612
92,0,0,0,1,1,0,0,20201119,20210612
93,1,1,1,1,1,1,0,20201119,20210612
94,0,0,0,0,0,0,0,20201119,20210612
95,1,1,0,1,1,0,0,20201119,20210612
96,0,0,0,0,0,0,0,20201119,20210612
97,0,0,0,0,0,0,0,20201119,20210612
98,1,1,1,1,1,1,0,20201119,20210612
99,1,1,1,1,1,1,0,20201119,20210612
100,0,0,0,0,0,1,0,20201119,20210612
101,0,0,0,0,0,1,1,20201119,20210612
102,0,0,0,0,0,0,0,20201119,20210612
103,0,0,0,0,0,1,1,20201119,20210612
104,1,0,0,0,1,0,0,20201119,20210612
105,1,0,1,1,1,0,0,20201119,20210612
106,0,0,0,0,0,1,0,20201119,20210612
107,1,1,1,1,1,0,0,20201119,20210612
108,0,0,0,0,0,1,0,20201119,20210612
109,1,1,1,1,1,1,0,20201119,20210612
110,1,1,1,1,1,1,1,20201119,20210612
111,0,0,0,0,0,1,1,20201119,20210612
112,0,0,0,0,0,0,1,20201119,20210612
113,1,1,1,1,1,0,0,20201119,20210612
114,0,0,0,0,0,0,0,20201119,20210612
115,0,0,0,0,0,0,0,20201119,20210612
116,1,1,1,1,1,0,1,20201119,20210612
117,0,0,0,0,0,0,0,20201119,20210612
118,0,0,0,0,0,1,1,20201119,20210612
119,0,0,0,0,0,0,0,20201119,20210612
120,0,0,0,0,0,0,1,20201119,20210612
121,1,1,1,1,1,0,0,20201119,20210612
122,0,0,0,0,0,0,1,20201119,20210612
123,0,0,0,0,0,0,0,20201119,20210612
